Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02,3086017.25,3636000.0,3909600.0,3631200.0,3897600.0,2
2018-01-03,2929169.5,3451200.0,3600000.0,3444000.0,3585600.0,2
2018-01-04,2878246.0,3391200.0,3472800.0,3355200.0,3396000.0,3
2018-01-05,2827321.25,3331200.0,3403200.0,3292800.0,3355200.0,2
2018-01-08,2762138.0,3254400.0,3355200.0,3220800.0,3345600.0,2
2018-01-09,2841579.75,3348000.0,3360000.0,3228000.0,3228000.0,3
2018-01-10,2943428.75,3468000.0,3547200.0,3422400.0,3480000.0,6
2018-01-11,2890467.25,3405600.0,3477600.0,3403200.0,3424800.0,2
2018-01-12,2845653.5,3352800.0,3427200.0,3331200.0,3408000.0,2
2018-01-16,2815099.25,3316800.0,3374400.0,3199200.0,3273600.0,6
2018-01-17,2572699.5,3031200.0,3273600.0,3019200.0,3273600.0,6
2018-01-18,2538070.5,2990400.0,3055200.0,2944800.0,3055200.0,5
2018-01-19,2529923.25,2980800.0,3036000.0,2937600.0,2954400.0,3
2018-01-22,2474924.5,2916000.0,3012000.0,2916000.0,2956800.0,2
2018-01-23,2419926.75,2851200.0,2906400.0,2844000.0,2880000.0,2
2018-01-24,2580847.5,3040800.0,3100800.0,2901600.0,2937600.0,6
2018-01-25,2717325.0,3201600.0,3201600.0,2913600.0,2935200.0,7
2018-01-26,2458629.0,2896800.0,3076800.0,2892000.0,3074400.0,5
2018-01-29,2466776.25,2906400.0,3009600.0,2846400.0,2930400.0,4
2018-01-30,2611402.25,3076800.0,3091200.0,2976000.0,3050400.0,8
2018-01-31,2550293.0,3004800.0,3055200.0,2937600.0,2971200.0,4
2018-02-01,2588994.75,3050400.0,3081600.0,2918400.0,3067200.0,5
2018-02-02,2798803.5,3297600.0,3300000.0,3098400.0,3098400.0,7
2018-02-05,3189902.75,3758400.0,3782400.0,3218400.0,3412800.0,11
2018-02-06,2839543.0,3345600.0,3960000.0,3336000.0,3945600.0,9
2018-02-07,3028981.5,3568800.0,3568800.0,3326400.0,3398400.0,7
2018-02-08,3411933.0,4020000.0,4024800.0,3484800.0,3496800.0,13
2018-02-09,3112497.5,3667200.0,4176000.0,3583200.0,3732000.0,13
2018-02-12,2933244.5,3456000.0,3624000.0,3384000.0,3556800.0,4
2018-02-13,2937318.5,3460800.0,3554400.0,3446400.0,3540000.0,3
2018-02-14,2741768.25,3230400.0,3540000.0,3206400.0,3540000.0,4
2018-02-15,2639919.5,3110400.0,3340800.0,3110400.0,3160800.0,6
2018-02-16,2672511.25,3148800.0,3177600.0,3031200.0,3177600.0,7
2018-02-20,2527885.75,2978400.0,3192000.0,2892000.0,3163200.0,10
2018-02-21,2617512.75,3084000.0,3086400.0,2918400.0,2928000.0,4
2018-02-22,2637882.75,3108000.0,3129600.0,3004800.0,3038400.0,8
2018-02-23,2466776.25,2906400.0,3033600.0,2904000.0,3028800.0,5
2018-02-26,2305855.75,2716800.0,2858400.0,2714400.0,2846400.0,5
2018-02-27,2330299.5,2745600.0,2745600.0,2606400.0,2716800.0,8
2018-02-28,2389371.75,2815200.0,2822400.0,2644800.0,2690400.0,8
2018-03-01,2507516.0,2954400.0,3048000.0,2781600.0,2817600.0,9
2018-03-02,2377149.5,2800800.0,3072000.0,2786400.0,3062400.0,7
2018-03-05,2311967.5,2724000.0,2884800.0,2683200.0,2846400.0,4
2018-03-06,2208080.75,2601600.0,2692800.0,2580000.0,2671200.0,9
2018-03-07,2189747.75,2580000.0,2678400.0,2568000.0,2673600.0,7
2018-03-08,2183637.75,2572800.0,2616000.0,2524800.0,2553600.0,4
2018-03-09,2043085.375,2407200.0,2524800.0,2407200.0,2524800.0,8
2018-03-12,1984013.75,2337600.0,2380800.0,2296800.0,2361600.0,7
2018-03-13,2073640.125,2443200.0,2474400.0,2244000.0,2296800.0,12
2018-03-14,2073640.125,2443200.0,2512800.0,2407200.0,2412000.0,10
2018-03-15,2079751.25,2450400.0,2488800.0,2402400.0,2421600.0,5
2018-03-16,2083825.125,2455200.0,2464800.0,2409600.0,2440800.0,2
2018-03-19,2204006.75,2596800.0,2697600.0,2491200.0,2520000.0,14
2018-03-20,2149553.5,2529600.0,2587200.0,2508000.0,2587200.0,5
2018-03-21,2135278.5,2512800.0,2558400.0,2419200.0,2558400.0,4
2018-03-22,2310668.75,2719200.0,2724000.0,2558400.0,2632800.0,10
2018-03-23,2541124.25,2990400.0,2992800.0,2719200.0,2731200.0,15
2018-03-26,2225013.0,2618400.0,2896800.0,2613600.0,2791200.0,9
2018-03-27,2475862.25,2913600.0,2971200.0,2534400.0,2546400.0,12
2018-03-28,2630858.25,3096000.0,3132000.0,2882400.0,2959200.0,13
2018-03-29,2459547.0,2894400.0,3098400.0,2803200.0,3024000.0,8
2018-04-02,2740987.5,3225600.0,3304800.0,2904000.0,2976000.0,14
2018-04-03,2583952.0,3040800.0,3211200.0,3014400.0,3110400.0,9
2018-04-04,2481980.75,2920800.0,3307200.0,2896800.0,3292800.0,12
2018-04-05,2555400.0,3007200.0,3072000.0,2851200.0,2858400.0,10
2018-04-06,2794013.0,3288000.0,3328800.0,3038400.0,3129600.0,11
2018-04-09,2740987.5,3225600.0,3232800.0,2940000.0,3175200.0,10
2018-04-10,2477901.75,2916000.0,3067200.0,2863200.0,3012000.0,12
2018-04-11,2475862.25,2913600.0,2988000.0,2834400.0,2944800.0,7
2018-04-12,2333102.75,2745600.0,2856000.0,2724000.0,2836800.0,8
2018-04-13,2390206.25,2812800.0,2844000.0,2640000.0,2654400.0,9
2018-04-16,2375930.5,2796000.0,2865600.0,2750400.0,2760000.0,5
2018-04-17,2239289.5,2635200.0,2750400.0,2616000.0,2738400.0,6
2018-04-18,2310668.75,2719200.0,2791200.0,2673600.0,2683200.0,7
2018-04-19,2608425.0,3069600.0,3100800.0,2868000.0,2872800.0,17
2018-04-20,2702238.75,3180000.0,3220800.0,3026400.0,3074400.0,12
2018-04-23,2812367.5,3309600.0,3328800.0,3120000.0,3136800.0,9
2018-04-24,2879668.25,3388800.0,3475200.0,3127200.0,3228000.0,15
2018-04-25,2891905.0,3403200.0,3561600.0,3324000.0,3336000.0,14
2018-04-26,2710396.25,3189600.0,3302400.0,3182400.0,3244800.0,9
2018-04-27,2769539.25,3259200.0,3307200.0,3067200.0,3069600.0,11
2018-04-30,2863352.75,3369600.0,3410400.0,3201600.0,3285600.0,11
2018-05-01,2718553.75,3199200.0,3403200.0,3187200.0,3379200.0,15
2018-05-02,2753224.0,3240000.0,3283200.0,3160800.0,3201600.0,5
2018-05-03,2706316.75,3184800.0,3396000.0,3144000.0,3314400.0,14
2018-05-04,2510532.5,2954400.0,3288000.0,2947200.0,3244800.0,10
2018-05-07,2443231.75,2875200.0,2923200.0,2834400.0,2904000.0,8
2018-05-08,2390206.25,2812800.0,2918400.0,2812800.0,2896800.0,9
2018-05-09,2290274.75,2695200.0,2815200.0,2692800.0,2791200.0,8
2018-05-10,2165869.5,2548800.0,2654400.0,2548800.0,2647200.0,8
2018-05-11,2214815.5,2606400.0,2623200.0,2534400.0,2601600.0,9
2018-05-14,2131199.5,2508000.0,2527200.0,2414400.0,2503200.0,10
2018-05-15,2206658.25,2596800.0,2644800.0,2539200.0,2565600.0,14
2018-05-16,2112844.5,2486400.0,2592000.0,2474400.0,2589600.0,9
2018-05-17,2137317.25,2515200.0,2568000.0,2450400.0,2520000.0,10
2018-05-18,2229091.75,2623200.0,2649600.0,2572800.0,2575200.0,15
2018-05-21,2157711.5,2539200.0,2613600.0,2462400.0,2508000.0,10
2018-05-22,2123041.5,2498400.0,2524800.0,2443200.0,2484000.0,9
2018-05-23,2090410.625,2460000.0,2589600.0,2457600.0,2575200.0,9
2018-05-24,2065937.75,2431200.0,2522400.0,2416800.0,2462400.0,10
2018-05-25,2019030.625,2376000.0,2448000.0,2366400.0,2438400.0,9
2018-05-29,2055740.625,2419200.0,2467200.0,2356800.0,2414400.0,13
2018-05-30,2014951.875,2371200.0,2404800.0,2318400.0,2383200.0,9
2018-05-31,2057779.875,2421600.0,2431200.0,2349600.0,2383200.0,9
2018-06-01,1919099.0,2258400.0,2383200.0,2258400.0,2376000.0,15
2018-06-04,1872192.25,2203200.0,2268000.0,2196000.0,2236800.0,12
2018-06-05,1847719.5,2174400.0,2212800.0,2155200.0,2198400.0,10
2018-06-06,1813049.25,2133600.0,2200800.0,2133600.0,2176800.0,9
2018-06-07,1859955.375,2188800.0,2234400.0,2119200.0,2131200.0,15
2018-06-08,1908902.375,2246400.0,2301600.0,2234400.0,2265600.0,10
2018-06-11,1923178.25,2263200.0,2284800.0,2227200.0,2258400.0,9
2018-06-12,1894626.375,2229600.0,2287200.0,2222400.0,2244000.0,9
2018-06-13,1900744.375,2236800.0,2244000.0,2164800.0,2229600.0,7
2018-06-14,1868113.625,2198400.0,2239200.0,2164800.0,2208000.0,7
2018-06-15,1872192.25,2203200.0,2263200.0,2198400.0,2241600.0,10
2018-06-18,1929296.375,2270400.0,2328000.0,2251200.0,2253600.0,14
2018-06-19,1990122.625,2340000.0,2445600.0,2337600.0,2373600.0,20
2018-06-20,1961546.375,2306400.0,2337600.0,2270400.0,2292000.0,7
2018-06-21,2035028.0,2392800.0,2402400.0,2256000.0,2256000.0,10
2018-06-22,2086056.75,2452800.0,2464800.0,2352000.0,2356800.0,8
2018-06-25,2267718.75,2666400.0,2760000.0,2539200.0,2539200.0,30
2018-06-26,2243225.75,2637600.0,2678400.0,2596800.0,2623200.0,11
2018-06-27,2408559.0,2832000.0,2832000.0,2575200.0,2601600.0,20
2018-06-28,2345282.25,2757600.0,2865600.0,2743200.0,2851200.0,13
2018-06-29,2335077.25,2745600.0,2748000.0,2644800.0,2692800.0,11
2018-07-02,2292213.0,2695200.0,2882400.0,2692800.0,2820000.0,13
2018-07-03,2416723.25,2841600.0,2851200.0,2652000.0,2659200.0,8
2018-07-05,2226896.25,2618400.0,2764800.0,2616000.0,2764800.0,11
2018-07-06,2145250.25,2522400.0,2661600.0,2508000.0,2632800.0,11
2018-07-09,2102385.75,2472000.0,2563200.0,2443200.0,2443200.0,8
2018-07-10,2037068.875,2395200.0,2469600.0,2378400.0,2469600.0,9
2018-07-11,2196279.0,2582400.0,2587200.0,2472000.0,2510400.0,16
2018-07-12,2149332.25,2527200.0,2649600.0,2517600.0,2584800.0,7
2018-07-13,2175867.75,2558400.0,2570400.0,2512800.0,2527200.0,7
2018-07-16,2186073.25,2570400.0,2575200.0,2520000.0,2558400.0,5
2018-07-17,2088097.75,2455200.0,2630400.0,2455200.0,2620800.0,7
2018-07-18,2043192.625,2402400.0,2452800.0,2392800.0,2421600.0,7
2018-07-19,2057480.5,2419200.0,2464800.0,2388000.0,2428800.0,8
2018-07-20,2090139.0,2457600.0,2491200.0,2416800.0,2438400.0,8
2018-07-23,2079933.5,2445600.0,2587200.0,2431200.0,2481600.0,11
2018-07-24,2149332.25,2527200.0,2536800.0,2361600.0,2402400.0,13
2018-07-25,2114632.5,2486400.0,2628000.0,2486400.0,2544000.0,15
2018-07-26,1998287.25,2349600.0,2445600.0,2347200.0,2445600.0,13
2018-07-27,2026863.75,2383200.0,2436000.0,2284800.0,2342400.0,19
2018-07-30,2086056.75,2452800.0,2486400.0,2366400.0,2385600.0,12
2018-07-31,2043192.625,2402400.0,2419200.0,2304000.0,2402400.0,10
2018-08-01,2055439.375,2416800.0,2445600.0,2342400.0,2402400.0,8
2018-08-02,1994204.75,2344800.0,2505600.0,2335200.0,2476800.0,12
2018-08-03,1986040.375,2335200.0,2378400.0,2323200.0,2342400.0,6
2018-08-06,1949299.125,2292000.0,2385600.0,2289600.0,2344800.0,7
2018-08-07,1902353.125,2236800.0,2287200.0,2232000.0,2277600.0,6
2018-08-08,1886023.625,2217600.0,2260800.0,2208000.0,2256000.0,5
2018-08-09,1947258.375,2289600.0,2292000.0,2244000.0,2253600.0,7
